"Grado","Sexo","Trimestre_1","Trimestre_2","Trimestre_3","Ingreso_Familiar_Mensual","Numero_Personas_Hogar","Nivel_Educativo_Padres","Situacion_Laboral_Padres","Acceso_Internet_Casa","Tipo_Vivienda","Computadora_Casa","Dispositivos_Moviles","Numero_Dispositivos_Moviles","Numero_Hermanos","Numero_Hermanos_Estudiando","Numero_Hermanos_Trabajando","Probabilidad_Desercion"
"1","M","8.2","6.2","5.8","3847","6","Preparatoria","Desempleado","Si","Prestada","Si","Si","6","3","0","0","0"
"1","F","8.8","9.7","5.7","8599","8","Preparatoria","Empleado","Si","Propia","No","No","2","4","2","4","0"
"3","M","7.9","5.2","6.4","6568","5","Preparatoria","Empleado","No","Alquilada","Si","Si","5","0","3","3","0"
"2","F","9.5","5","8.3","18314","5","Secundaria","Empleado","Si","Propia","No","Si","9","0","2","3","0"
"1","F","8.6","5.8","7.3","9163","3","Universitaria","Empleado","Si","Prestada","No","No","4","3","5","4","0"
"3","M","7.7","8","8.2","13156","4","Primaria","Empleado","Si","Alquilada","Si","Si","2","1","2","2","1"
"3","F","8","9","9","13255","4","Secundaria","Empleado","No","Propia","No","Si","1","4","1","1","1"
"3","F","6","7.5","9","13320","2","Primaria","Desempleado","No","Alquilada","No","No","0","3","2","1","0"
"2","M","7.2","6.6","9.4","4216","5","Secundaria","Empleado","Si","Propia","No","Si","7","1","0","3","1"
"3","M","5.1","8.3","8.9","7701","8","Preparatoria","Empleado","Si","Alquilada","No","Si","0","4","4","1","1"
"3","M","8.9","5.8","7.6","13780","6","Secundaria","Empleado","No","Prestada","No","Si","4","1","3","2","0"
"3","F","9","6.2","7","12694","3","Preparatoria","Empleado","No","Prestada","No","No","4","0","3","1","1"
"3","F","7.6","5.4","5.4","6809","8","Secundaria","Desempleado","Si","Propia","No","No","0","4","3","0","1"
"1","F","8.4","9","8.4","18562","4","Primaria","Desempleado","No","Propia","No","Si","8","0","4","4","1"
"1","M","5.1","6.2","7","16392","2","Primaria","Desempleado","Si","Alquilada","No","Si","4","0","2","3","1"
"3","F","8.8","5","5.3","9771","6","Secundaria","Desempleado","No","Prestada","Si","No","8","4","5","1","1"
"2","F","8.6","7.4","9.8","3929","5","Universitaria","Empleado","No","Alquilada","No","No","5","3","1","2","1"
"1","F","7","9.6","9.7","16306","9","Universitaria","Desempleado","No","Prestada","No","No","6","1","0","1","1"
"3","F","5.4","5.3","6.5","16244","9","Secundaria","Empleado","No","Alquilada","Si","Si","6","4","5","4","0"
"1","F","9.4","8.5","8","2111","8","Universitaria","Desempleado","Si","Alquilada","No","Si","1","5","3","0","0"
"1","F","7","5.9","7.5","13411","6","Primaria","Empleado","Si","Alquilada","No","No","4","0","0","5","1"
"2","F","7.8","7.7","8.4","19098","9","Universitaria","Empleado","No","Propia","No","No","1","1","2","3","1"
"3","M","6.9","5.5","5.5","13116","4","Secundaria","Desempleado","Si","Prestada","No","Si","3","4","5","3","0"
"3","M","8.7","7.6","8.2","17707","9","Universitaria","Desempleado","Si","Propia","Si","No","2","3","1","2","1"
"2","M","6.9","6.1","7","19765","3","Secundaria","Desempleado","No","Propia","No","Si","5","4","3","0","0"
"2","F","9.9","9.7","6.5","5127","8","Primaria","Desempleado","No","Alquilada","No","No","4","4","2","1","1"
"3","F","7.4","5.2","9.6","15100","9","Preparatoria","Desempleado","Si","Prestada","Si","No","0","2","5","1","1"
"3","M","5.1","9.5","8.8","13203","5","Primaria","Desempleado","No","Propia","Si","Si","1","5","1","5","0"
"2","F","8.1","8.2","8.3","3208","3","Primaria","Desempleado","Si","Alquilada","Si","No","6","1","5","5","0"
"1","M","7.5","5.9","9.1","13317","7","Secundaria","Empleado","No","Prestada","No","No","8","4","3","5","1"
"1","F","5.5","8","6.4","2036","9","Primaria","Desempleado","Si","Prestada","Si","Si","0","0","2","2","1"
"2","F","9","6.4","5.5","13252","9","Primaria","Empleado","No","Propia","No","Si","3","0","0","0","0"
"1","M","5.2","5.6","5.1","9006","6","Universitaria","Empleado","No","Alquilada","Si","Si","2","2","5","2","1"
"2","M","8.2","8.5","7.3","17067","9","Secundaria","Desempleado","Si","Propia","Si","Si","4","0","4","4","1"
"1","M","5","6.3","9.8","7347","9","Universitaria","Empleado","No","Prestada","No","Si","4","4","3","4","1"
"1","M","5.4","9.7","7.7","2809","6","Secundaria","Desempleado","Si","Propia","Si","No","9","1","1","1","0"
"3","M","6.2","6.3","5","6118","2","Universitaria","Empleado","Si","Alquilada","No","No","9","2","1","4","1"
"3","F","6.8","5.2","5","19910","5","Universitaria","Desempleado","No","Prestada","Si","Si","1","5","4","2","0"
"1","F","6.1","9.8","7.7","15083","6","Preparatoria","Desempleado","No","Alquilada","Si","Si","4","2","4","3","1"
"1","F","9.7","9.5","8.5","18879","4","Primaria","Desempleado","No","Alquilada","No","No","3","3","2","4","1"
"3","M","7.4","9.9","6.9","15187","7","Universitaria","Desempleado","No","Prestada","No","Si","0","3","4","2","1"
"3","M","8.4","5.2","9.7","2424","4","Preparatoria","Desempleado","Si","Alquilada","Si","Si","0","1","3","3","1"
"3","M","6.1","7.1","5.7","3982","3","Universitaria","Empleado","Si","Alquilada","No","Si","0","1","5","3","0"
"2","M","7.9","6.8","5","19852","7","Universitaria","Desempleado","No","Alquilada","Si","No","7","2","4","5","0"
"1","M","5.4","8.4","7.5","17918","9","Preparatoria","Desempleado","Si","Prestada","No","Si","2","4","3","5","1"
"3","M","8.3","6.1","9.2","17398","7","Preparatoria","Empleado","No","Alquilada","Si","No","8","4","0","4","1"
"1","F","7.1","5.4","9.8","13992","4","Preparatoria","Desempleado","Si","Propia","No","No","9","3","4","0","1"
"2","F","8.8","5.9","7.4","3233","9","Primaria","Empleado","No","Propia","Si","Si","1","1","0","5","0"
"2","F","6.2","9","5.9","11989","6","Primaria","Desempleado","No","Alquilada","Si","Si","8","1","5","4","1"
"3","F","9.6","8.2","6.1","16546","4","Universitaria","Empleado","Si","Propia","Si","Si","8","4","1","4","0"
"2","F","5.2","6.2","9","10756","5","Primaria","Desempleado","No","Propia","Si","No","3","3","5","0","0"
"1","M","6.9","8.4","5.6","5019","3","Preparatoria","Desempleado","Si","Prestada","No","Si","3","4","4","4","1"
"3","M","8","8.1","6.1","3304","8","Secundaria","Empleado","No","Alquilada","No","No","3","4","1","2","0"
"1","M","5.4","6","9.6","16144","7","Primaria","Empleado","Si","Prestada","No","No","0","2","5","0","1"
"1","M","7.3","9.7","8.9","18516","9","Preparatoria","Empleado","Si","Alquilada","Si","No","4","1","0","2","0"
"2","M","8.9","8.7","6.6","18832","5","Preparatoria","Empleado","Si","Propia","Si","Si","5","2","1","3","1"
"2","M","8.2","7.3","5.4","12022","6","Preparatoria","Empleado","Si","Prestada","Si","No","3","2","0","0","0"
"2","F","5.7","8.4","6.3","12350","6","Preparatoria","Desempleado","No","Prestada","No","No","7","4","2","3","1"
"2","M","7.3","6.8","8.3","13818","4","Universitaria","Desempleado","No","Propia","No","Si","2","3","5","5","0"
"2","M","9.9","5.5","9.7","2849","2","Preparatoria","Empleado","No","Propia","No","Si","8","4","5","1","0"
"3","M","6.9","8.9","6.6","5962","7","Preparatoria","Empleado","Si","Alquilada","No","Si","6","5","0","1","1"
"1","M","6.5","9.4","8.4","6854","7","Universitaria","Empleado","No","Alquilada","Si","No","7","3","2","2","1"
"1","F","9.9","9.3","5","3539","2","Primaria","Desempleado","No","Propia","Si","No","6","1","1","3","0"
"1","F","6.1","9.1","9.9","4944","6","Secundaria","Desempleado","No","Propia","Si","Si","8","5","0","3","0"
"1","M","6.2","8.4","9.9","5244","6","Universitaria","Empleado","No","Prestada","Si","No","1","5","2","0","0"
"2","F","9.4","5.3","8.5","15255","8","Universitaria","Desempleado","Si","Prestada","No","No","3","5","0","1","0"
"1","F","9.1","8.2","6.4","3591","8","Primaria","Empleado","No","Alquilada","Si","Si","1","0","3","2","0"
"3","M","8.8","6.2","6.8","17768","7","Primaria","Desempleado","No","Prestada","No","No","7","1","5","2","1"
"3","M","7.4","8.5","9.1","9855","8","Preparatoria","Empleado","Si","Propia","No","No","1","4","3","0","0"
"1","M","9.5","9.2","5.4","3601","8","Primaria","Empleado","No","Propia","Si","Si","7","3","1","0","0"
"1","M","8.1","6.8","6.8","14809","9","Secundaria","Desempleado","Si","Propia","No","Si","5","5","3","5","0"
"3","M","7.3","9.2","9.2","19606","3","Universitaria","Desempleado","No","Propia","No","No","6","0","5","2","0"
"3","F","9.7","6.1","8.8","7690","7","Secundaria","Empleado","Si","Alquilada","Si","No","5","5","4","0","1"
"2","M","9.6","6","5.4","14521","6","Preparatoria","Empleado","Si","Propia","No","Si","8","3","2","5","1"
"3","M","9.3","5.5","6.1","3842","9","Secundaria","Desempleado","No","Propia","Si","Si","3","3","5","3","0"
"2","M","5.8","6.1","6.8","12483","6","Preparatoria","Empleado","No","Propia","No","Si","0","0","5","2","0"
"2","F","8.9","7.6","9.6","10058","8","Secundaria","Empleado","No","Propia","No","Si","8","0","4","4","0"
"2","M","9.9","9","6.1","15704","3","Universitaria","Empleado","No","Alquilada","No","Si","9","1","3","1","0"
"2","M","7.2","7.4","8.5","7565","8","Secundaria","Empleado","No","Alquilada","No","Si","7","2","1","1","1"
"2","M","9.9","9.1","6.1","13088","8","Primaria","Empleado","No","Prestada","No","Si","0","5","4","4","1"
"1","F","6.2","5.2","6.7","6488","5","Secundaria","Empleado","Si","Alquilada","Si","Si","9","0","5","4","1"
"3","M","8.1","5.2","9.8","10906","5","Universitaria","Desempleado","Si","Alquilada","No","No","5","5","1","3","0"
"2","M","9.9","6.9","9.7","3927","3","Preparatoria","Desempleado","Si","Alquilada","No","Si","9","2","0","2","0"
"3","M","6.4","7.7","9.2","17512","3","Secundaria","Empleado","Si","Prestada","No","Si","3","2","5","0","0"
"3","F","8.5","7.2","8.3","10301","5","Secundaria","Empleado","No","Propia","No","Si","1","2","4","1","0"
"2","M","9.8","9.7","9.7","10457","5","Primaria","Desempleado","Si","Prestada","Si","No","2","2","0","4","1"
"1","M","5.4","5.2","8.2","7492","5","Preparatoria","Empleado","Si","Propia","No","No","8","0","4","2","0"
"2","M","7.1","9.1","9.8","5223","5","Preparatoria","Desempleado","Si","Alquilada","No","Si","4","5","2","0","0"
"1","F","6.5","7.3","6.7","2954","7","Preparatoria","Desempleado","No","Propia","No","Si","6","3","1","1","1"
"3","M","9","9.2","7.8","11541","7","Universitaria","Empleado","No","Prestada","Si","No","1","5","0","2","0"
"1","M","5.9","8.9","9.4","17007","8","Universitaria","Empleado","No","Propia","No","Si","7","5","3","1","0"
"1","M","7.3","5.5","5.4","3574","4","Primaria","Empleado","Si","Propia","No","No","2","0","4","3","0"
"1","F","6.7","6.9","7.4","17674","8","Secundaria","Desempleado","No","Alquilada","No","Si","0","0","5","1","0"
"3","F","9.8","6","7.3","17426","3","Universitaria","Desempleado","Si","Propia","Si","Si","7","4","0","3","1"
"3","M","6.7","8.1","7.8","9095","2","Preparatoria","Empleado","Si","Propia","No","No","8","4","4","3","1"
"1","F","5.6","7.6","8.7","14023","4","Secundaria","Empleado","Si","Alquilada","No","No","7","1","4","3","0"
"1","F","5.3","7","8.2","5255","2","Secundaria","Empleado","No","Prestada","No","No","0","2","4","0","1"
"2","F","7.5","9.3","5.9","3058","2","Secundaria","Desempleado","No","Alquilada","Si","No","6","2","0","5","0"
"1","M","5.4","9.7","8.6","3957","6","Primaria","Empleado","No","Propia","No","No","6","4","0","0","1"
"2","M","6.5","9.9","8.2","6944","9","Universitaria","Desempleado","Si","Alquilada","No","No","3","3","4","3","1"
"1","F","8.4","6.2","7.2","7058","3","Universitaria","Empleado","No","Alquilada","No","No","7","1","3","2","1"
"2","F","7.5","7.1","6","4519","7","Secundaria","Empleado","No","Propia","No","No","4","5","5","5","0"
"3","F","6.7","8.4","7.3","13845","4","Primaria","Desempleado","No","Prestada","Si","No","3","3","1","5","0"
"1","M","7.8","9.6","7.3","4570","8","Primaria","Desempleado","Si","Alquilada","Si","Si","4","4","4","3","0"
"1","M","7.2","7.1","5.6","9450","3","Universitaria","Desempleado","Si","Prestada","Si","Si","1","5","3","2","0"
"1","F","6.3","7.7","9.9","9703","5","Universitaria","Desempleado","Si","Alquilada","No","Si","3","3","1","1","1"
"1","F","6.4","7","7","17898","3","Primaria","Desempleado","Si","Propia","Si","Si","9","2","4","0","1"
"2","F","9.8","9.5","6.9","16389","2","Preparatoria","Desempleado","No","Propia","No","Si","7","4","1","2","0"
"1","F","8.2","6.7","5.9","17414","7","Primaria","Empleado","No","Alquilada","No","No","6","5","4","5","1"
"3","M","7.4","8","7.4","2744","5","Preparatoria","Desempleado","Si","Alquilada","No","Si","7","3","0","2","1"
"3","F","7","9.5","9.6","5514","3","Universitaria","Empleado","No","Alquilada","Si","Si","6","1","4","2","1"
"1","M","6.6","8.6","8.5","12871","3","Primaria","Empleado","Si","Propia","Si","Si","6","1","4","4","0"
"3","F","7.2","7","9.7","15536","7","Primaria","Empleado","No","Alquilada","No","No","6","0","4","0","0"
"1","F","9.2","6.3","9.6","2175","2","Primaria","Desempleado","No","Propia","No","No","1","5","4","4","1"
"1","F","6.6","7.4","6.4","18949","8","Primaria","Desempleado","No","Alquilada","Si","No","2","4","3","1","0"
"3","F","6.3","7.6","9.3","5217","5","Secundaria","Empleado","Si","Propia","Si","Si","0","4","2","2","0"
"1","F","7.8","8.9","8.9","17106","2","Secundaria","Empleado","No","Alquilada","No","Si","1","5","3","0","1"
"3","M","6.9","7.2","8.9","15696","7","Universitaria","Empleado","No","Prestada","Si","Si","9","4","3","5","0"
"2","F","7.9","8","9.9","11586","3","Universitaria","Desempleado","No","Prestada","No","Si","5","2","0","0","1"
"1","F","6.8","9.6","5.5","7802","8","Primaria","Empleado","No","Propia","Si","Si","1","2","4","0","0"
"2","F","8.8","7.8","8.6","9034","4","Secundaria","Desempleado","Si","Alquilada","Si","Si","0","4","3","2","0"
"3","M","6.2","9.6","5.1","18263","4","Universitaria","Empleado","Si","Prestada","Si","No","7","5","1","5","1"
"2","M","6.7","7.9","6.1","11412","6","Preparatoria","Desempleado","Si","Alquilada","No","No","8","3","4","3","0"
"2","M","7.2","7.5","5.3","19331","9","Secundaria","Desempleado","No","Alquilada","No","No","6","2","0","3","0"
"3","M","9.5","6.9","7.2","10776","4","Secundaria","Empleado","No","Alquilada","No","No","2","5","5","3","1"
"2","F","8.2","8.7","6.2","13054","7","Secundaria","Desempleado","No","Prestada","No","Si","0","4","5","4","0"
"2","F","8.8","6.8","6.6","11812","9","Primaria","Empleado","Si","Propia","Si","Si","3","2","0","2","0"
"3","F","8.9","7.6","8","13399","7","Preparatoria","Empleado","Si","Prestada","No","Si","9","5","1","1","1"
"2","M","6.7","7.4","6.5","16963","7","Primaria","Empleado","No","Propia","Si","Si","2","0","5","4","1"
"3","F","5.8","8.9","9","12768","5","Universitaria","Empleado","Si","Prestada","No","Si","2","1","0","0","1"
"2","F","8.2","8.7","7.5","2531","6","Preparatoria","Empleado","Si","Alquilada","No","Si","1","0","5","3","1"
"3","M","8.1","7.2","7.7","19615","5","Primaria","Desempleado","No","Alquilada","No","Si","9","4","4","0","1"
"3","M","6.6","7.8","5","19929","8","Secundaria","Empleado","Si","Alquilada","Si","Si","2","5","2","4","1"
"2","M","6.8","6.4","9.6","13357","9","Preparatoria","Desempleado","No","Prestada","Si","No","4","1","2","5","1"
"2","F","7.6","5.2","6.1","3437","4","Secundaria","Empleado","Si","Prestada","Si","Si","3","3","3","3","1"
"2","F","5.5","5.9","8.6","7502","8","Universitaria","Empleado","Si","Propia","No","No","0","4","0","2","0"
"1","M","8.4","6.4","9.9","9608","9","Preparatoria","Desempleado","Si","Prestada","No","Si","0","3","4","3","0"
"1","F","8.6","6.5","6.9","7566","9","Universitaria","Empleado","Si","Propia","Si","Si","0","3","1","3","1"
"1","M","8.3","6.6","5.1","10808","4","Universitaria","Empleado","No","Prestada","Si","No","9","2","1","5","0"
"3","M","6.9","6.8","8.5","6014","3","Universitaria","Desempleado","No","Alquilada","Si","Si","8","2","4","3","1"
"2","F","7.4","6","6.4","15613","5","Preparatoria","Desempleado","Si","Prestada","Si","Si","8","1","4","4","1"
"3","M","5.3","9.7","8.7","9399","2","Universitaria","Empleado","No","Alquilada","No","No","8","1","1","3","0"
"1","M","5.9","5.4","7.1","2931","8","Primaria","Empleado","Si","Prestada","No","Si","9","5","0","5","1"
"2","M","5.9","5.4","9.3","18777","3","Primaria","Empleado","No","Propia","No","No","3","2","5","4","0"
"3","F","7.3","6.3","9.9","4465","5","Universitaria","Empleado","Si","Prestada","No","Si","3","1","3","0","1"
"2","M","7","9.9","8.1","17623","9","Secundaria","Empleado","No","Alquilada","No","Si","9","5","3","2","1"
"3","M","6","7.5","6.9","16008","7","Universitaria","Empleado","Si","Prestada","Si","No","6","0","3","3","0"
"2","M","7.6","5.7","8.5","10817","6","Universitaria","Empleado","Si","Propia","Si","Si","2","4","4","4","1"
"1","M","6.5","5.4","8.2","7988","8","Secundaria","Empleado","No","Propia","No","No","9","0","1","3","1"
"1","M","7.5","5.6","6.4","9509","5","Preparatoria","Empleado","Si","Propia","Si","Si","2","4","1","3","0"
"2","M","7.9","6.5","9.9","14849","6","Preparatoria","Desempleado","Si","Propia","No","Si","3","5","1","5","1"
"3","M","9.8","6.3","9.5","13071","8","Universitaria","Desempleado","Si","Prestada","No","No","5","2","5","3","1"
"1","F","6.5","8.6","5.2","16081","6","Primaria","Empleado","Si","Propia","Si","Si","0","0","1","1","0"
"1","F","5.6","9","7.8","15228","8","Primaria","Desempleado","No","Prestada","Si","No","2","3","1","2","1"
"1","M","6.5","5.3","9.6","13614","4","Primaria","Desempleado","No","Prestada","No","Si","4","0","2","2","1"
"2","F","8.4","8.5","7.6","12301","2","Universitaria","Empleado","Si","Prestada","No","No","3","1","5","4","0"
"2","F","6.5","9.7","5.4","4781","8","Primaria","Desempleado","Si","Propia","Si","No","7","0","4","0","1"
"3","M","8.9","6.6","8","12083","9","Primaria","Desempleado","No","Propia","Si","No","8","2","5","0","1"
"3","F","6.1","9.6","7.1","13374","5","Preparatoria","Desempleado","No","Prestada","No","No","7","2","4","0","1"
"3","M","8.4","8.5","8.4","3639","2","Universitaria","Desempleado","Si","Prestada","Si","Si","8","1","2","3","1"
"2","M","9.8","5.5","5.6","15838","6","Preparatoria","Desempleado","Si","Prestada","No","No","7","4","3","5","1"
"2","M","7","6.5","5.5","10973","4","Secundaria","Empleado","No","Alquilada","No","Si","9","1","0","4","0"
"3","M","9.9","7.8","7.5","15982","8","Preparatoria","Empleado","Si","Alquilada","Si","Si","0","5","5","3","0"
"3","M","9.2","8.5","5","14884","2","Universitaria","Desempleado","No","Propia","Si","Si","6","4","4","5","1"
"2","F","8.5","8.7","6.8","12248","3","Primaria","Desempleado","No","Alquilada","No","No","8","2","4","1","1"
"3","M","9.7","8.6","5.6","12515","6","Universitaria","Desempleado","No","Prestada","Si","No","0","2","2","4","1"
"1","F","6.6","9.7","8.5","4274","3","Preparatoria","Empleado","Si","Prestada","Si","Si","9","5","4","4","1"
"2","M","8.1","9.7","6.1","12830","7","Universitaria","Desempleado","No","Propia","Si","Si","0","4","4","5","0"
"3","M","9","5.9","6.9","4480","2","Universitaria","Empleado","No","Propia","Si","Si","9","0","3","4","1"
"2","M","5.5","9","7.2","8799","2","Preparatoria","Desempleado","Si","Alquilada","Si","No","1","0","2","5","0"
